word1	len	pos1	priorpolarity	rel	stemmed1
cruel	1	adj	negative	strongsubj	n
cruelties	1	noun	negative	strongsubj	n
cruelty	1	noun	negative	strongsubj	n
crumble	1	verb	negative	weaksubj	y
crumple	1	verb	negative	weaksubj	y
crusade	1	adj	positive	strongsubj	n
crusade	1	noun	positive	strongsubj	n
crusader	1	noun	positive	strongsubj	n
crush	1	verb	negative	weaksubj	y
crushing	1	adj	negative	weaksubj	n
cry	1	verb	negative	strongsubj	y
culpable	1	adj	negative	strongsubj	n
cuplrit	1	noun	negative	strongsubj	n
cumbersome	1	adj	negative	strongsubj	n
cure-all	1	adj	positive	strongsubj	n
cure-all	1	noun	positive	strongsubj	n
curious	1	anypos	positive	strongsubj	y
curiously	1	anypos	positive	strongsubj	y
curse	1	noun	negative	strongsubj	n
curse	1	verb	negative	strongsubj	y
cursed	1	adj	negative	strongsubj	n
cursed	1	anypos	negative	strongsubj	n
curses	1	noun	negative	strongsubj	n
cursory	1	adj	negative	weaksubj	n
curt	1	adj	negative	weaksubj	n
cuss	1	verb	negative	strongsubj	y
cut	1	verb	negative	weaksubj	y
cute	1	adj	positive	strongsubj	n
cutthroat	1	adj	negative	strongsubj	n
cynical	1	adj	negative	strongsubj	n
cynicism	1	noun	negative	strongsubj	n
damage	1	noun	negative	weaksubj	n
damage	1	verb	negative	weaksubj	n
damaging	1	adj	negative	weaksubj	n
damn	1	adj	negative	strongsubj	n
damn	1	noun	negative	strongsubj	n
damn	1	verb	negative	strongsubj	y
damnable	1	anypos	negative	strongsubj	n
damnably	1	anypos	negative	strongsubj	n
damnation	1	anypos	negative	strongsubj	n
damned	1	anypos	negative	strongsubj	n
damning	1	anypos	negative	strongsubj	n
dance	1	noun	positive	weaksubj	n
dance	1	verb	positive	weaksubj	y
danger	1	adj	negative	weaksubj	n
danger	1	noun	negative	weaksubj	n
dangerous	1	adj	negative	weaksubj	n
dangerousness	1	adj	negative	strongsubj	n
dangerousness	1	noun	negative	strongsubj	n
dangle	1	verb	negative	strongsubj	y
dare	1	verb	positive	strongsubj	y
daring	1	anypos	positive	strongsubj	n
daringly	1	anypos	positive	strongsubj	n
dark	1	adj	negative	weaksubj	n
darken	1	verb	negative	weaksubj	y
darkness	1	noun	negative	weaksubj	n
darling	1	anypos	positive	strongsubj	y
darn	1	anypos	negative	strongsubj	y
dash	1	verb	negative	weaksubj	y
dashing	1	adj	positive	strongsubj	n
dastard	1	noun	negative	strongsubj	n
dastardly	1	anypos	negative	strongsubj	y
daunt	1	verb	negative	strongsubj	y
daunting	1	anypos	negative	strongsubj	n
dauntingly	1	anypos	negative	strongsubj	n
dauntless	1	adj	positive	strongsubj	n
dawdle	1	verb	negative	strongsubj	y
dawn	1	verb	positive	weaksubj	y
daydream	1	verb	positive	strongsubj	y
daydreamer	1	anypos	positive	strongsubj	y
daze	1	verb	negative	strongsubj	y
dazed	1	adj	negative	strongsubj	n
dazzle	1	verb	positive	strongsubj	y
dazzled	1	adj	positive	strongsubj	n
dazzling	1	anypos	positive	strongsubj	n
dead	1	adj	negative	weaksubj	n
deadbeat	1	adj	negative	strongsubj	n
deadlock	1	noun	negative	strongsubj	n
deadlock	1	verb	negative	strongsubj	y
deadly	1	adj	negative	weaksubj	n
deadweight	1	adj	negative	strongsubj	n
deaf	1	adj	negative	weaksubj	n
deal	1	noun	positive	weaksubj	n
dear	1	adj	positive	strongsubj	n
dearth	1	noun	negative	strongsubj	n
death	1	noun	negative	weaksubj	n
debacle	1	noun	negative	strongsubj	n
debase	1	verb	negative	strongsubj	y
debasement	1	noun	negative	strongsubj	n
debaser	1	noun	negative	strongsubj	n
debatable	1	anypos	negative	strongsubj	n
debate	1	verb	negative	strongsubj	y
debauch	1	verb	negative	strongsubj	y
debaucher	1	noun	negative	strongsubj	n
debauchery	1	noun	negative	strongsubj	n
debilitate	1	verb	negative	weaksubj	y
debilitating	1	adj	negative	weaksubj	n
debility	1	noun	negative	weaksubj	n
decadence	1	noun	negative	strongsubj	n
decadent	1	adj	negative	strongsubj	n
decay	1	noun	negative	strongsubj	n
decay	1	verb	negative	strongsubj	y
decayed	1	anypos	negative	strongsubj	n
deceit	1	noun	negative	strongsubj	n
deceitful	1	anypos	negative	strongsubj	n
deceitfully	1	anypos	negative	strongsubj	n
deceitfulness	1	anypos	negative	strongsubj	n
deceiving	1	adj	negative	strongsubj	n
deceive	1	verb	negative	strongsubj	y
deceiver	1	noun	negative	strongsubj	n
deceivers	1	noun	negative	strongsubj	n
decent	1	adj	positive	weaksubj	n
decency	1	noun	positive	weaksubj	n
deception	1	adj	negative	strongsubj	n
deception	1	noun	negative	strongsubj	n
deceptive	1	adj	negative	strongsubj	n
deceptive	1	noun	negative	strongsubj	n
deceptively	1	anypos	negative	strongsubj	n
decide	1	verb	neutral	weaksubj	y
decisive	1	adj	positive	weaksubj	n
decisiveness	1	adj	positive	weaksubj	n
decisiveness	1	noun	positive	weaksubj	n
declaim	1	verb	negative	strongsubj	y
decline	1	noun	negative	weaksubj	n
decline	1	verb	negative	weaksubj	y
declining	1	adj	negative	weaksubj	n
decrease	1	noun	negative	weaksubj	n
decrease	1	verb	negative	weaksubj	y
decreasing	1	adj	negative	weaksubj	n
decrement	1	noun	negative	weaksubj	n
decrepit	1	adj	negative	strongsubj	n
decrepitude	1	noun	negative	strongsubj	n
decry	1	verb	negative	strongsubj	y
dedicated	1	adj	positive	strongsubj	n
deduce	1	verb	neutral	strongsubj	y
deep	1	adj	neutral	weaksubj	n
deep	1	noun	negative	weaksubj	n
deeply	1	anypos	neutral	strongsubj	n
deepening	1	adj	negative	strongsubj	n
deepening	1	noun	negative	strongsubj	n
defamation	1	noun	negative	strongsubj	n
defamations	1	noun	negative	strongsubj	n
defamatory	1	anypos	negative	strongsubj	n
defame	1	verb	negative	strongsubj	y
defeat	1	noun	negative	weaksubj	n
defeat	1	verb	negative	weaksubj	y
defect	1	noun	negative	weaksubj	n
defective	1	adj	negative	strongsubj	n
defend	1	verb	positive	weaksubj	y
defender	1	adj	positive	strongsubj	n
defender	1	noun	positive	strongsubj	n
defensive	1	adj	negative	weaksubj	n
deference	1	noun	positive	strongsubj	n
defense	1	noun	positive	weaksubj	n
defiance	1	adj	negative	strongsubj	n
defiance	1	noun	negative	strongsubj	n
defiant	1	adj	negative	strongsubj	n
defiantly	1	anypos	negative	strongsubj	n
deficiency	1	noun	negative	weaksubj	n
deficient	1	adj	negative	weaksubj	n
defile	1	verb	negative	strongsubj	y
defiler	1	noun	negative	strongsubj	n
definite	1	adj	positive	weaksubj	n
definitely	1	anypos	positive	weaksubj	y
definitive	1	adj	positive	weaksubj	n
definitive	1	noun	positive	weaksubj	n
definitively	1	anypos	positive	strongsubj	n
deflationary	1	adj	positive	weaksubj	n
deform	1	verb	negative	weaksubj	y
deformed	1	adj	negative	weaksubj	n
defrauding	1	adj	negative	strongsubj	n
defrauding	1	noun	negative	strongsubj	n
deft	1	adj	positive	strongsubj	n
defunct	1	adj	negative	strongsubj	n
defy	1	verb	negative	strongsubj	y
degenerate	1	adj	negative	strongsubj	n
degenerate	1	verb	negative	strongsubj	y
degenerately	1	anypos	negative	strongsubj	n
degeneration	1	noun	negative	strongsubj	n
degradation	1	noun	negative	strongsubj	n
degrade	1	verb	negative	strongsubj	y
degrading	1	adj	negative	strongsubj	n
degradingly	1	anypos	negative	strongsubj	n
dehumanization	1	noun	negative	strongsubj	n
dehumanize	1	verb	negative	strongsubj	y
deign	1	verb	negative	strongsubj	y
deject	1	verb	negative	strongsubj	y
dejected	1	adj	negative	strongsubj	n
dejectedly	1	adj	negative	strongsubj	n
dejection	1	noun	negative	strongsubj	n
delectable	1	adj	positive	strongsubj	n
delicacy	1	noun	positive	weaksubj	n
delicate	1	adj	positive	weaksubj	n
delicious	1	adj	positive	strongsubj	n
delight	1	noun	positive	strongsubj	n
delight	1	verb	positive	strongsubj	y
delighted	1	adj	positive	strongsubj	n
delightful	1	adj	positive	strongsubj	n
delightful	1	anypos	positive	strongsubj	n
delightfully	1	anypos	positive	strongsubj	n
delightfulness	1	noun	positive	strongsubj	n
delinquency	1	noun	negative	weaksubj	n
delinquent	1	adj	negative	weaksubj	n
delirious	1	adj	negative	strongsubj	n
delirium	1	noun	negative	strongsubj	n
delude	1	verb	negative	strongsubj	y
deluded	1	adj	negative	strongsubj	n
deluge	1	noun	negative	weaksubj	n
delusion	1	adj	negative	strongsubj	n
delusion	1	noun	negative	strongsubj	n
delusional	1	adj	negative	strongsubj	n
delusional	1	anypos	negative	strongsubj	y
delusions	1	adj	negative	strongsubj	n
delusions	1	noun	negative	strongsubj	n
demand	1	adj	both	weaksubj	n
demand	1	noun	both	weaksubj	n
demand	1	verb	both	strongsubj	n
demands	1	adj	both	weaksubj	n
demands	1	noun	both	weaksubj	n
demean	1	verb	negative	strongsubj	y
demeaning	1	adj	negative	strongsubj	n
demise	1	noun	negative	strongsubj	n
democratic	1	adj	positive	weaksubj	n
demolish	1	verb	negative	weaksubj	y
demolisher	1	noun	negative	weaksubj	n
demon	1	noun	negative	strongsubj	n
demonic	1	adj	negative	strongsubj	n
demonize	1	anypos	negative	strongsubj	y
demonize	1	verb	negative	strongsubj	y
demoralize	1	verb	negative	strongsubj	y
demoralizing	1	anypos	negative	strongsubj	n
demoralizingly	1	anypos	negative	strongsubj	n
demystify	1	verb	positive	strongsubj	y
denial	1	noun	negative	strongsubj	n
denigrate	1	verb	negative	strongsubj	y
deny	1	verb	negative	strongsubj	y
denounce	1	verb	negative	strongsubj	y
denunciate	1	verb	negative	strongsubj	y
denunciation	1	noun	negative	strongsubj	n
denunciations	1	noun	negative	strongsubj	n
dependable	1	adj	positive	weaksubj	n
dependent	1	adj	neutral	weaksubj	n
dependent	1	noun	neutral	weaksubj	n
deplete	1	verb	negative	weaksubj	y
deplorable	1	adj	negative	strongsubj	n
deplorable	1	anypos	negative	strongsubj	y
deplorably	1	anypos	negative	strongsubj	n
deplore	1	verb	negative	strongsubj	y
deploring	1	adj	negative	strongsubj	n
deploringly	1	anypos	negative	strongsubj	n
deprave	1	verb	negative	strongsubj	y
depraved	1	adj	negative	strongsubj	n
depravedly	1	anypos	negative	strongsubj	n
deprecate	1	verb	negative	strongsubj	y
depress	1	verb	negative	weaksubj	y
depressed	1	adj	negative	strongsubj	n
depressing	1	adj	negative	strongsubj	n
depressing	1	anypos	negative	strongsubj	n
depressingly	1	anypos	negative	strongsubj	y
depression	1	adj	negative	weaksubj	n
depression	1	noun	negative	weaksubj	n
deprive	1	verb	negative	strongsubj	y
deprived	1	adj	negative	strongsubj	n
deride	1	verb	negative	strongsubj	y
derision	1	noun	negative	strongsubj	n
derisive	1	anypos	negative	strongsubj	n
derisively	1	anypos	negative	strongsubj	n
derisiveness	1	anypos	negative	strongsubj	n
derogatory	1	adj	negative	strongsubj	n
desecrate	1	verb	negative	strongsubj	y
deserve	1	verb	positive	strongsubj	y
deserved	1	adj	positive	strongsubj	n
deservedly	1	adverb	positive	strongsubj	n
deserving	1	adj	positive	strongsubj	n
desert	1	verb	negative	strongsubj	y
desertion	1	noun	negative	strongsubj	n
desiccate	1	verb	negative	strongsubj	n
desiccated	1	adj	negative	strongsubj	n
desirable	1	adj	positive	strongsubj	n
desire	1	adj	positive	strongsubj	n
desire	1	noun	positive	strongsubj	n
desire	1	verb	positive	strongsubj	y
desirous	1	anypos	positive	strongsubj	n
desolate	1	adj	negative	strongsubj	n
desolately	1	anypos	negative	strongsubj	n
desolation	1	noun	negative	strongsubj	n
despair	1	noun	negative	strongsubj	n
despair	1	verb	negative	strongsubj	y
despairing	1	adj	negative	strongsubj	n
despairingly	1	anypos	negative	strongsubj	n
desperate	1	adj	negative	strongsubj	n
desperately	1	anypos	negative	strongsubj	y
desperation	1	noun	negative	strongsubj	n
despicable	1	adj	negative	strongsubj	n
despicably	1	anypos	negative	strongsubj	y
despise	1	verb	negative	strongsubj	y
despised	1	adj	negative	strongsubj	n
despised	1	anypos	negative	strongsubj	n
despite	1	anypos	negative	strongsubj	n
despoil	1	verb	negative	strongsubj	y
despoiler	1	noun	negative	strongsubj	n
despondence	1	noun	negative	strongsubj	n
despondency	1	noun	negative	strongsubj	n
despondent	1	adj	negative	strongsubj	n
despondently	1	anypos	negative	strongsubj	n
despot	1	noun	negative	strongsubj	n
despotic	1	adj	negative	strongsubj	n
despotism	1	adj	negative	strongsubj	n
despotism	1	noun	negative	strongsubj	n
destabilisation	1	adj	negative	strongsubj	n
destabilisation	1	noun	negative	strongsubj	n
destine	1	verb	positive	weaksubj	y
destined	1	adj	positive	weaksubj	n
destinies	1	adj	positive	strongsubj	n
destinies	1	noun	positive	strongsubj	n
destiny	1	noun	positive	strongsubj	n
destiny	1	adj	neutral	weaksubj	n
destiny	1	noun	neutral	weaksubj	n
destitute	1	adj	negative	strongsubj	n
destitution	1	noun	negative	strongsubj	n
destroy	1	verb	negative	weaksubj	y
destroyer	1	adj	negative	strongsubj	n
destroyer	1	noun	negative	strongsubj	n
destruction	1	noun	negative	weaksubj	n
destructive	1	adj	negative	strongsubj	n
desultory	1	adj	negative	strongsubj	n
deter	1	verb	negative	weaksubj	y
deteriorate	1	adj	negative	weaksubj	n
deteriorating	1	adj	negative	weaksubj	n
deteriorating	1	noun	negative	weaksubj	n
deterioration	1	noun	negative	weaksubj	n
determination	1	adj	positive	strongsubj	n
determination	1	noun	positive	strongsubj	n
deterrent	1	anypos	negative	weaksubj	n
detest	1	verb	negative	strongsubj	y
detestable	1	anypos	negative	strongsubj	n
detestably	1	anypos	negative	strongsubj	n
detract	1	verb	negative	weaksubj	y
detraction	1	noun	negative	weaksubj	n
detriment	1	noun	negative	strongsubj	n
detrimental	1	adj	negative	strongsubj	n
devastate	1	anypos	negative	strongsubj	y
devastated	1	anypos	negative	strongsubj	n
devastating	1	anypos	negative	strongsubj	n
devastatingly	1	anypos	negative	strongsubj	n
devastation	1	noun	negative	weaksubj	n
deviate	1	adj	negative	weaksubj	n
deviate	1	noun	negative	weaksubj	n
deviate	1	verb	negative	weaksubj	y
deviation	1	noun	negative	weaksubj	n
devil	1	noun	negative	strongsubj	n
devilish	1	adj	negative	strongsubj	n
devilishly	1	anypos	negative	strongsubj	n
devilment	1	noun	negative	strongsubj	n
devilry	1	noun	negative	strongsubj	n
devious	1	anypos	negative	strongsubj	n
deviously	1	anypos	negative	strongsubj	n
deviousness	1	noun	negative	strongsubj	n
devoid	1	adj	negative	strongsubj	n
devote	1	verb	positive	strongsubj	y
devoted	1	adj	positive	strongsubj	n
devotee	1	noun	positive	strongsubj	n
devotion	1	noun	positive	strongsubj	n
devout	1	adj	positive	weaksubj	n
dexterity	1	noun	positive	weaksubj	n
dexterous	1	adj	positive	strongsubj	n
dexterously	1	adverb	positive	strongsubj	n
dextrous	1	adj	positive	strongsubj	n
diabolic	1	adj	negative	strongsubj	n
diabolical	1	adj	negative	strongsubj	n
diabolically	1	adverb	negative	strongsubj	n
diametrically	1	adverb	negative	strongsubj	n
diatribe	1	anypos	negative	strongsubj	n
diatribes	1	anypos	negative	strongsubj	n
dictator	1	noun	negative	weaksubj	n
dictatorial	1	adj	negative	weaksubj	n
differ	1	verb	negative	weaksubj	y
difference	1	adj	neutral	weaksubj	n
difference	1	noun	neutral	weaksubj	n
difficult	1	adj	negative	weaksubj	n
difficulties	1	adj	negative	weaksubj	n
difficulties	1	noun	negative	weaksubj	n
difficulty	1	adj	negative	strongsubj	n
difficulty	1	noun	negative	strongsubj	n
diffidence	1	adj	negative	strongsubj	n
diffidence	1	noun	negative	strongsubj	n
dig	1	noun	negative	weaksubj	n
dig	1	verb	positive	weaksubj	y
dignified	1	adj	positive	strongsubj	n
dignify	1	verb	positive	weaksubj	y
dignity	1	noun	positive	strongsubj	n
digress	1	verb	negative	strongsubj	y
dilapidated	1	adj	negative	strongsubj	n
dilemma	1	adj	negative	weaksubj	n
dilemma	1	noun	negative	weaksubj	n
diligence	1	noun	positive	weaksubj	n
diligent	1	adj	positive	weaksubj	n
diligently	1	adverb	positive	weaksubj	n
dilly-dally	1	verb	negative	strongsubj	y
dim	1	adj	negative	strongsubj	n
dim	1	anypos	negative	weaksubj	y
diminish	1	verb	negative	weaksubj	y
diminishing	1	adj	negative	weaksubj	n
din	1	noun	negative	weaksubj	n
dinky	1	adj	negative	weaksubj	n
diplomacy	1	adj	neutral	weaksubj	n
diplomacy	1	noun	neutral	weaksubj	n
diplomatic	1	adj	positive	weaksubj	n
diplomatic	1	noun	positive	weaksubj	n
dire	1	adj	negative	strongsubj	n
direct	1	adj	neutral	weaksubj	n
direly	1	anypos	negative	strongsubj	n
direness	1	noun	negative	strongsubj	n
dirt	1	noun	negative	weaksubj	n
dirty	1	adj	negative	weaksubj	n
dirty	1	anypos	negative	weaksubj	y
disable	1	verb	negative	weaksubj	y
disabled	1	adj	negative	weaksubj	n
disaccord	1	noun	negative	strongsubj	n
disadvantage	1	noun	negative	strongsubj	n
disadvantaged	1	adj	negative	weaksubj	n
disadvantageous	1	adj	negative	strongsubj	n
disadvantageous	1	noun	negative	strongsubj	n
disaffect	1	verb	negative	strongsubj	y
disaffected	1	adj	negative	strongsubj	n
disaffirm	1	verb	negative	strongsubj	y
disagree	1	verb	negative	strongsubj	y
disagreeable	1	anypos	negative	strongsubj	y
disagreeably	1	anypos	negative	strongsubj	y
disagreement	1	adj	negative	strongsubj	n
disagreement	1	noun	negative	strongsubj	n
disallow	1	verb	negative	strongsubj	y
disappoint	1	verb	negative	strongsubj	y
disappointed	1	adj	negative	strongsubj	n
disappointing	1	anypos	negative	strongsubj	n
disappointingly	1	anypos	negative	strongsubj	y
disappointment	1	adj	negative	strongsubj	n
disappointment	1	noun	negative	strongsubj	n
disapprobation	1	noun	negative	strongsubj	n
disapproval	1	adj	negative	strongsubj	n
disapproval	1	noun	negative	strongsubj	n
disapprove	1	anypos	negative	strongsubj	y
disapproving	1	anypos	negative	strongsubj	n
disarm	1	verb	negative	weaksubj	y
disarray	1	adj	negative	strongsubj	n
disarray	1	noun	negative	strongsubj	n
disaster	1	noun	negative	strongsubj	n
disastrous	1	adj	negative	strongsubj	n
disastrously	1	anypos	negative	strongsubj	n
disavow	1	verb	negative	strongsubj	y
disavowal	1	noun	negative	strongsubj	n
disbelief	1	noun	negative	strongsubj	n
disbelieve	1	verb	negative	strongsubj	y
disbeliever	1	noun	negative	strongsubj	n
discern	1	verb	neutral	strongsubj	y
discerning	1	anypos	positive	strongsubj	n
disclaim	1	verb	negative	strongsubj	y
discombobulate	1	verb	negative	strongsubj	y
discomfit	1	verb	negative	strongsubj	y
discomfititure	1	noun	negative	strongsubj	n
discomfort	1	noun	negative	weaksubj	n
discompose	1	verb	negative	weaksubj	y
disconcert	1	verb	negative	strongsubj	y
disconcerted	1	adj	negative	strongsubj	n
disconcerting	1	anypos	negative	strongsubj	n
disconcertingly	1	anypos	negative	strongsubj	n
disconsolate	1	adj	negative	strongsubj	n
disconsolately	1	adverb	negative	strongsubj	n
disconsolation	1	noun	negative	strongsubj	n
discontent	1	adj	negative	strongsubj	n
discontent	1	noun	negative	strongsubj	n
discontented	1	adj	negative	strongsubj	n
discontentedly	1	adverb	negative	strongsubj	n
discontinuity	1	adj	negative	strongsubj	n
discontinuity	1	noun	negative	strongsubj	n
discord	1	noun	negative	strongsubj	n
discordance	1	noun	negative	strongsubj	n
discordant	1	adj	negative	strongsubj	n
discountenance	1	noun	negative	strongsubj	n
discourage	1	verb	negative	strongsubj	y
discouragement	1	noun	negative	strongsubj	n
discouraging	1	anypos	negative	strongsubj	n
discouragingly	1	anypos	negative	strongsubj	n
discourteous	1	adj	negative	strongsubj	n
discourteously	1	adj	negative	strongsubj	n
discredit	1	verb	negative	strongsubj	y
discreet	1	adj	positive	weaksubj	n
discreet	1	noun	positive	weaksubj	n
discrepant	1	adj	negative	weaksubj	n
discretion	1	noun	positive	weaksubj	n
discriminate	1	verb	negative	weaksubj	y
discriminating	1	adj	positive	weaksubj	n
discriminatingly	1	adverb	positive	weaksubj	n
discrimination	1	adj	negative	weaksubj	n
discrimination	1	noun	negative	weaksubj	n
discriminatory	1	adj	negative	strongsubj	n
disdain	1	noun	negative	strongsubj	n
disdain	1	verb	negative	strongsubj	y
disdainful	1	anypos	negative	strongsubj	n
disdainfully	1	anypos	negative	strongsubj	n
disease	1	noun	negative	weaksubj	n
diseased	1	adj	negative	weaksubj	n
disfavor	1	verb	negative	strongsubj	y
disgrace	1	noun	negative	strongsubj	n
disgrace	1	verb	negative	strongsubj	y
disgraced	1	adj	negative	strongsubj	n
disgraceful	1	anypos	negative	strongsubj	n
disgracefully	1	anypos	negative	strongsubj	n
disgruntle	1	verb	negative	strongsubj	y
disgruntled	1	adj	negative	strongsubj	n
disgust	1	noun	negative	strongsubj	n
disgust	1	verb	negative	strongsubj	y
disgusted	1	adj	negative	strongsubj	n
disgustedly	1	anypos	negative	strongsubj	n
disgustful	1	adj	negative	strongsubj	n
disgustfully	1	anypos	negative	strongsubj	n
disgusting	1	anypos	negative	strongsubj	n
disgustingly	1	anypos	negative	strongsubj	n
dishearten	1	verb	negative	strongsubj	y
disheartening	1	anypos	negative	strongsubj	n
dishearteningly	1	anypos	negative	strongsubj	n
dishonest	1	adj	negative	strongsubj	n
dishonest	1	noun	negative	strongsubj	n
dishonestly	1	anypos	negative	strongsubj	n
dishonesty	1	noun	negative	strongsubj	n
dishonor	1	noun	negative	strongsubj	n
dishonor	1	verb	negative	strongsubj	y
dishonorable	1	adj	negative	strongsubj	n
dishonorablely	1	adverb	negative	strongsubj	n
disillusion	1	noun	negative	strongsubj	n
disillusion	1	verb	negative	strongsubj	y
disillusioned	1	adj	negative	strongsubj	n
disinclination	1	noun	negative	strongsubj	n
disinclined	1	anypos	negative	strongsubj	n
disingenuous	1	adj	negative	strongsubj	n
disingenuously	1	adverb	negative	strongsubj	n
disintegrate	1	verb	negative	weaksubj	y
disinterested	1	adj	negative	weaksubj	n
disintegration	1	noun	negative	weaksubj	n
disinterest	1	noun	negative	strongsubj	n
disinterested	1	adj	negative	strongsubj	n
dislike	1	verb	negative	strongsubj	y
dislocated	1	adj	negative	weaksubj	n
disloyal	1	adj	negative	strongsubj	n
disloyal	1	noun	negative	strongsubj	n
disloyalty	1	anypos	negative	strongsubj	n
dismal	1	adj	negative	strongsubj	n
dismally	1	anypos	negative	strongsubj	n
dismalness	1	noun	negative	strongsubj	n
dismay	1	noun	negative	strongsubj	n
dismay	1	verb	negative	strongsubj	y
dismayed	1	adj	negative	strongsubj	n
dismaying	1	anypos	negative	strongsubj	n
dismayingly	1	anypos	negative	strongsubj	n
dismissive	1	adj	negative	strongsubj	n
dismissive	1	noun	negative	strongsubj	n
dismissively	1	anypos	negative	strongsubj	n
disobedience	1	noun	negative	strongsubj	n
disobedient	1	adj	negative	strongsubj	n
disobey	1	verb	negative	strongsubj	y
disown	1	verb	negative	strongsubj	y
disorder	1	noun	negative	weaksubj	n
disorder	1	verb	negative	weaksubj	y
disordered	1	adj	negative	weaksubj	n
disorderly	1	adj	negative	weaksubj	n
disorganized	1	adj	negative	strongsubj	n
disorient	1	verb	negative	strongsubj	y
disoriented	1	adj	negative	strongsubj	n
disown	1	verb	negative	strongsubj	y
disparage	1	verb	negative	strongsubj	y
disparaging	1	adj	negative	strongsubj	n
disparagingly	1	anypos	negative	strongsubj	n
dispensable	1	adj	negative	weaksubj	n
dispirit	1	verb	negative	strongsubj	y
dispirited	1	adj	negative	strongsubj	n
dispiritedly	1	adverb	negative	strongsubj	n
dispiriting	1	anypos	negative	strongsubj	y
displace	1	verb	negative	weaksubj	y
displaced	1	adj	negative	weaksubj	n
displease	1	verb	negative	strongsubj	y
displeasing	1	adj	negative	strongsubj	n
displeasure	1	adj	negative	strongsubj	n
displeasure	1	noun	negative	strongsubj	n
disposition	1	noun	neutral	strongsubj	n
disproportionate	1	adj	negative	weaksubj	n
disprove	1	verb	negative	strongsubj	y
disputable	1	anypos	negative	strongsubj	n
dispute	1	noun	negative	strongsubj	n
dispute	1	verb	negative	strongsubj	y
disputed	1	adj	negative	strongsubj	n
disquiet	1	verb	negative	strongsubj	y
disquieting	1	anypos	negative	strongsubj	n
disquietingly	1	anypos	negative	strongsubj	n
disquietude	1	noun	negative	strongsubj	n
disregard	1	adj	negative	strongsubj	n
disregard	1	noun	negative	strongsubj	n
disregardful	1	adj	negative	strongsubj	n
disreputable	1	adj	negative	strongsubj	n
disrepute	1	noun	negative	strongsubj	n
disrespect	1	verb	negative	strongsubj	y
disrespectable	1	adj	negative	strongsubj	n
disrespectablity	1	noun	negative	strongsubj	n
disrespectful	1	anypos	negative	strongsubj	n
disrespectfully	1	anypos	negative	strongsubj	n
disrespectfulness	1	noun	negative	strongsubj	n
disrespecting	1	adj	negative	strongsubj	n
disrespecting	1	noun	negative	strongsubj	n
disrupt	1	verb	negative	strongsubj	y
disruption	1	adj	negative	strongsubj	n
disruption	1	noun	negative	strongsubj	n
disruptive	1	adj	negative	strongsubj	n
dissatisfaction	1	adj	negative	strongsubj	n
dissatisfaction	1	noun	negative	strongsubj	n
dissatisfactory	1	adj	negative	strongsubj	n
dissatisfied	1	adj	negative	strongsubj	n
dissatisfy	1	verb	negative	strongsubj	y
dissatisfying	1	anypos	negative	strongsubj	y
dissemble	1	verb	negative	strongsubj	y
dissembler	1	noun	negative	strongsubj	n
dissension	1	noun	negative	strongsubj	n
dissent	1	adj	negative	strongsubj	n
dissent	1	noun	negative	strongsubj	n
dissenter	1	noun	negative	strongsubj	n
dissention	1	noun	negative	strongsubj	n
disservice	1	adj	negative	strongsubj	n
disservice	1	noun	negative	strongsubj	n
dissidence	1	noun	negative	strongsubj	n
dissident	1	adj	negative	strongsubj	n
dissident	1	noun	negative	strongsubj	n
dissidents	1	adj	negative	strongsubj	n
dissidents	1	noun	negative	strongsubj	n
dissocial	1	adj	negative	strongsubj	n
dissolute	1	adj	negative	strongsubj	n
dissolution	1	noun	negative	weaksubj	n
dissonance	1	noun	negative	strongsubj	n
dissonant	1	adj	negative	strongsubj	n
dissonantly	1	adverb	negative	strongsubj	n
dissuade	1	verb	negative	strongsubj	y
dissuasive	1	adj	negative	strongsubj	n
distaste	1	noun	negative	strongsubj	n
distasteful	1	adj	negative	strongsubj	n
distastefully	1	adverb	negative	strongsubj	n
distinct	1	adj	positive	weaksubj	n
distinction	1	noun	positive	weaksubj	n
distinctive	1	adj	positive	weaksubj	n
distinctive	1	adj	positive	weaksubj	n
distinctive	1	noun	positive	weaksubj	n
distinctly	1	adj	neutral	weaksubj	n
distinguish	1	verb	positive	weaksubj	y
distinguished	1	adj	positive	strongsubj	n
distort	1	verb	negative	strongsubj	y
distortion	1	adj	negative	strongsubj	n
distortion	1	noun	negative	strongsubj	n
distract	1	verb	negative	weaksubj	y
distracting	1	adj	negative	strongsubj	n
distraction	1	adj	negative	strongsubj	n
distraction	1	noun	negative	strongsubj	n
distraught	1	adj	negative	strongsubj	n
distraughtly	1	anypos	negative	strongsubj	n
distraughtness	1	noun	negative	strongsubj	n
distress	1	verb	negative	strongsubj	y
distressed	1	adj	negative	strongsubj	n
distressing	1	adj	negative	strongsubj	n
distressingly	1	anypos	negative	strongsubj	n
distrust	1	verb	negative	strongsubj	y
distrustful	1	adj	negative	strongsubj	n
distrusting	1	anypos	negative	strongsubj	n
disturb	1	verb	negative	strongsubj	y
disturbed	1	adj	negative	strongsubj	n
disturbed-let	1	adj	negative	strongsubj	n
disturbed-let	1	noun	negative	strongsubj	n
disturbing	1	anypos	negative	strongsubj	n
disturbingly	1	anypos	negative	strongsubj	n
disunity	1	noun	negative	strongsubj	n
disvalue	1	noun	negative	strongsubj	n
divergent	1	adj	negative	weaksubj	n
