word1	len	pos1	priorpolarity	rel	stemmed1
inconvenience	1	noun	negative	strongsubj	n
inconvenient	1	anypos	negative	strongsubj	n
inconveniently	1	anypos	negative	strongsubj	n
incorrect	1	anypos	negative	weaksubj	n
incorrectly	1	anypos	negative	strongsubj	n
incorrigible	1	adj	negative	strongsubj	n
incorrigibly	1	adverb	negative	strongsubj	n
incorruptible	1	adj	positive	strongsubj	n
increasing	1	adj	neutral	weaksubj	n
increasingly	1	adverb	neutral	weaksubj	n
incredible	1	anypos	positive	strongsubj	n
incredibly	1	anypos	positive	strongsubj	n
incredulous	1	adj	negative	strongsubj	n
incredulously	1	anypos	negative	strongsubj	n
inculcate	1	verb	negative	strongsubj	y
indebted	1	adj	positive	weaksubj	n
indecency	1	noun	negative	strongsubj	n
indecent	1	adj	negative	strongsubj	n
indecently	1	anypos	negative	strongsubj	n
indecision	1	noun	negative	strongsubj	n
indecisive	1	adj	negative	strongsubj	n
indecisively	1	adverb	negative	strongsubj	n
indecorum	1	noun	negative	strongsubj	n
indeed	1	anypos	neutral	strongsubj	y
indefatigable	1	adj	positive	strongsubj	n
indefensible	1	adj	negative	strongsubj	n
indefensible	1	noun	negative	strongsubj	n
indefinite	1	adj	negative	weaksubj	n
indefinitely	1	adverb	negative	weaksubj	n
indelible	1	adj	positive	strongsubj	n
indelibly	1	adj	positive	strongsubj	n
indelicate	1	adj	negative	strongsubj	n
independence	1	adj	positive	weaksubj	n
independence	1	noun	positive	weaksubj	n
independent	1	adj	positive	weaksubj	n
indescribable	1	adj	positive	strongsubj	n
indescribably	1	adverb	positive	strongsubj	n
indestructible	1	adj	positive	strongsubj	n
indeterminable	1	adj	negative	weaksubj	n
indeterminably	1	adverb	negative	weaksubj	n
indeterminate	1	adj	negative	weaksubj	n
indication	1	adj	neutral	weaksubj	n
indication	1	noun	neutral	weaksubj	n
indicative	1	adj	neutral	strongsubj	n
indicative	1	noun	neutral	strongsubj	n
indifference	1	noun	negative	strongsubj	n
indifferent	1	adj	negative	strongsubj	n
indigent	1	adj	negative	weaksubj	n
indignant	1	adj	negative	strongsubj	n
indignantly	1	anypos	negative	strongsubj	n
indignation	1	noun	negative	strongsubj	n
indignity	1	adj	negative	strongsubj	n
indignity	1	noun	negative	strongsubj	n
indirect	1	adj	neutral	weaksubj	n
indiscernible	1	adj	negative	weaksubj	n
indiscreet	1	adj	negative	strongsubj	n
indiscreet	1	noun	negative	strongsubj	n
indiscreetly	1	adverb	negative	strongsubj	n
indiscretion	1	anypos	negative	strongsubj	y
indiscriminate	1	adj	negative	strongsubj	n
indiscriminating	1	adj	negative	strongsubj	n
indiscriminately	1	adverb	negative	strongsubj	n
indispensable	1	adj	positive	strongsubj	n
indispensability	1	noun	positive	strongsubj	n
indisposed	1	adj	negative	strongsubj	n
indisputable	1	adj	positive	strongsubj	n
indistinct	1	adj	negative	weaksubj	n
indistinctive	1	adj	negative	weaksubj	n
individuality	1	noun	positive	weaksubj	n
indoctrinate	1	anypos	negative	strongsubj	y
indoctrination	1	adj	negative	strongsubj	n
indoctrination	1	noun	negative	strongsubj	n
indolent	1	adj	negative	strongsubj	n
indomitable	1	adj	positive	strongsubj	n
indomitably	1	adj	positive	strongsubj	n
indubitable	1	anypos	positive	strongsubj	n
indubitably	1	anypos	positive	strongsubj	n
indulge	1	verb	negative	strongsubj	y
indulgence	1	noun	positive	strongsubj	n
indulgent	1	adj	positive	strongsubj	n
industrious	1	adj	positive	weaksubj	n
ineffective	1	adj	negative	weaksubj	n
ineffectively	1	adverb	negative	weaksubj	n
ineffectiveness	1	noun	negative	weaksubj	n
ineffectual	1	adj	negative	weaksubj	n
ineffectually	1	adverb	negative	weaksubj	n
ineffectualness	1	noun	negative	weaksubj	n
inefficacious	1	adj	negative	strongsubj	n
inefficacious	1	noun	negative	strongsubj	n
inefficacy	1	noun	negative	strongsubj	n
inefficiency	1	noun	negative	weaksubj	n
inefficient	1	adj	negative	weaksubj	n
inefficiently	1	adverb	negative	weaksubj	n
ineligible	1	adj	negative	weaksubj	n
inelegance	1	noun	negative	strongsubj	n
inelegant	1	adj	negative	strongsubj	n
ineloquent	1	adj	negative	strongsubj	n
ineloquently	1	adverb	negative	strongsubj	n
inept	1	adj	negative	strongsubj	n
ineptitude	1	anypos	negative	strongsubj	y
ineptitude	1	noun	negative	strongsubj	n
ineptly	1	anypos	negative	strongsubj	n
inequalities	1	adj	negative	weaksubj	n
inequalities	1	noun	negative	weaksubj	n
inequality	1	adj	negative	strongsubj	n
inequality	1	noun	negative	strongsubj	n
inequitable	1	adj	negative	strongsubj	n
inequitably	1	adverb	negative	strongsubj	n
inequities	1	adj	negative	strongsubj	n
inequities	1	noun	negative	strongsubj	n
inertia	1	adj	negative	weaksubj	n
inertia	1	noun	negative	weaksubj	n
inescapable	1	adj	negative	strongsubj	n
inescapably	1	adj	negative	strongsubj	n
inessential	1	adj	negative	strongsubj	n
inestimable	1	adj	positive	strongsubj	n
inestimably	1	adverb	positive	strongsubj	n
inevitable	1	adj	negative	strongsubj	n
inevitable	1	noun	negative	strongsubj	n
inevitably	1	adverb	negative	strongsubj	n
inexact	1	adj	negative	weaksubj	n
inexcusable	1	adj	negative	strongsubj	n
inexcusably	1	adverb	negative	strongsubj	n
inexorable	1	adj	negative	strongsubj	n
inexorably	1	adverb	negative	strongsubj	n
inexpensive	1	adj	positive	weaksubj	n
inexperience	1	noun	negative	weaksubj	n
inexperienced	1	adj	negative	weaksubj	n
inexpert	1	adj	negative	weaksubj	n
inexpertly	1	adverb	negative	weaksubj	n
inexpiable	1	adj	negative	strongsubj	n
inexplainable	1	adj	negative	strongsubj	n
inexplicable	1	adj	negative	strongsubj	n
inextricable	1	adj	negative	strongsubj	n
inextricably	1	adverb	negative	strongsubj	n
infallible	1	adj	positive	strongsubj	n
infallibly	1	adverb	positive	strongsubj	n
infallibility	1	noun	positive	strongsubj	n
infamous	1	adj	negative	strongsubj	n
infamously	1	adverb	negative	strongsubj	n
infamy	1	noun	negative	strongsubj	n
infatuated	1	anypos	both	strongsubj	n
infected	1	anypos	negative	weaksubj	n
infectious	1	adj	neutral	weaksubj	n
infer	1	verb	neutral	strongsubj	y
inference	1	adj	neutral	weaksubj	n
inference	1	noun	neutral	weaksubj	n
inferior	1	adj	negative	strongsubj	n
inferiority	1	noun	negative	strongsubj	n
infernal	1	adj	negative	strongsubj	n
infest	1	verb	negative	weaksubj	y
infested	1	adj	negative	weaksubj	n
infidel	1	noun	negative	strongsubj	n
infidels	1	noun	negative	strongsubj	n
infiltrator	1	noun	negative	weaksubj	n
infiltrators	1	adj	negative	weaksubj	n
infiltrators	1	noun	negative	weaksubj	n
infirm	1	adj	negative	strongsubj	n
inflame	1	verb	negative	strongsubj	y
inflammatory	1	adj	negative	strongsubj	n
inflated	1	adj	negative	weaksubj	n
inflationary	1	adj	negative	weaksubj	n
inflexible	1	adj	negative	strongsubj	n
inflict	1	verb	negative	strongsubj	y
influence	1	adj	neutral	weaksubj	n
influence	1	noun	neutral	weaksubj	n
influential	1	adj	positive	weaksubj	n
informational	1	adj	neutral	weaksubj	n
informative	1	adj	positive	weaksubj	n
infraction	1	noun	negative	weaksubj	n
infringe	1	verb	negative	strongsubj	y
infringement	1	noun	negative	strongsubj	n
infringements	1	adj	negative	strongsubj	n
infringements	1	noun	negative	strongsubj	n
infuriate	1	verb	negative	strongsubj	y
infuriated	1	adj	negative	strongsubj	n
infuriating	1	anypos	negative	strongsubj	n
infuriatingly	1	anypos	negative	strongsubj	n
ingenious	1	adj	positive	strongsubj	n
ingeniously	1	anypos	positive	strongsubj	n
ingenuity	1	noun	positive	strongsubj	n
ingenuous	1	adj	positive	strongsubj	n
ingenuously	1	adverb	positive	strongsubj	n
inglorious	1	adj	negative	strongsubj	n
ingrate	1	noun	negative	strongsubj	n
ingratiate	1	verb	positive	strongsubj	y
ingratiating	1	adj	positive	strongsubj	n
ingratiatingly	1	adverb	positive	strongsubj	n
ingratitude	1	noun	negative	strongsubj	n
inherent	1	adj	neutral	strongsubj	n
inherent	1	noun	neutral	strongsubj	n
inhibit	1	verb	negative	weaksubj	y
inhibition	1	noun	negative	weaksubj	n
inhospitable	1	adj	negative	strongsubj	n
inhospitality	1	noun	negative	strongsubj	n
inhuman	1	adj	negative	strongsubj	n
inhumane	1	adj	negative	strongsubj	n
inhumanity	1	noun	negative	strongsubj	n
inimical	1	adj	negative	strongsubj	n
inimically	1	adverb	negative	strongsubj	n
iniquitous	1	adj	negative	strongsubj	n
iniquity	1	noun	negative	strongsubj	n
injudicious	1	adj	negative	strongsubj	n
injure	1	verb	negative	weaksubj	y
injurious	1	adj	negative	weaksubj	n
injury	1	noun	negative	weaksubj	n
injustice	1	adj	negative	strongsubj	n
injustice	1	noun	negative	strongsubj	n
injustices	1	adj	negative	strongsubj	n
injustices	1	noun	negative	strongsubj	n
inkling	1	anypos	neutral	strongsubj	n
inklings	1	adj	neutral	strongsubj	n
inklings	1	noun	neutral	strongsubj	n
innocence	1	adj	positive	weaksubj	n
innocence	1	noun	positive	weaksubj	n
innocent	1	adj	positive	weaksubj	n
innocently	1	adj	positive	weaksubj	n
innocuous	1	adj	positive	strongsubj	n
innocuous	1	noun	positive	strongsubj	n
innovation	1	adj	positive	weaksubj	n
innovation	1	noun	positive	weaksubj	n
innovative	1	adj	positive	weaksubj	n
innumerable	1	adj	neutral	weaksubj	n
innumerably	1	adverb	neutral	weaksubj	n
innumerous	1	adj	neutral	weaksubj	n
innuendo	1	adj	negative	strongsubj	n
innuendo	1	noun	negative	strongsubj	n
inoffensive	1	adj	positive	strongsubj	n
inopportune	1	adj	negative	strongsubj	n
inordinate	1	adj	negative	strongsubj	n
inordinately	1	anypos	negative	strongsubj	n
inquisitive	1	adj	positive	strongsubj	n
insane	1	adj	negative	strongsubj	n
insanely	1	anypos	negative	strongsubj	n
insanity	1	noun	negative	strongsubj	n
insatiable	1	adj	negative	strongsubj	n
insecure	1	adj	negative	weaksubj	n
insecurity	1	adj	negative	strongsubj	n
insecurity	1	noun	negative	strongsubj	n
insensible	1	adj	negative	weaksubj	n
insensitive	1	adj	negative	strongsubj	n
insensitively	1	adverb	negative	strongsubj	n
insensitivity	1	adj	negative	strongsubj	n
insensitivity	1	noun	negative	strongsubj	n
insidious	1	adj	negative	strongsubj	n
insidiously	1	anypos	negative	strongsubj	n
insight	1	adj	positive	strongsubj	n
insight	1	noun	positive	strongsubj	n
insightful	1	anypos	positive	strongsubj	n
insightfully	1	anypos	positive	strongsubj	n
insights	1	anypos	neutral	strongsubj	n
insignificance	1	noun	negative	weaksubj	n
insignificant	1	adj	negative	weaksubj	n
insignificantly	1	adverb	negative	weaksubj	n
insincere	1	adj	negative	strongsubj	n
insincerely	1	adverb	negative	strongsubj	n
insincerity	1	noun	negative	strongsubj	n
insinuate	1	verb	negative	strongsubj	y
insinuating	1	adj	negative	strongsubj	n
insinuation	1	adj	negative	strongsubj	n
insinuation	1	noun	negative	strongsubj	n
insist	1	verb	positive	strongsubj	y
insistence	1	adj	positive	weaksubj	n
insistence	1	noun	positive	weaksubj	n
insistent	1	adj	positive	strongsubj	n
insistently	1	anypos	positive	strongsubj	n
insociable	1	adj	negative	strongsubj	n
isolation	1	noun	negative	weaksubj	n
insolence	1	anypos	negative	strongsubj	n
insolence	1	noun	negative	strongsubj	n
insolent	1	adj	negative	strongsubj	n
insolently	1	anypos	negative	strongsubj	n
insolvent	1	adj	negative	weaksubj	n
insouciance	1	noun	negative	strongsubj	n
inspiration	1	noun	positive	strongsubj	n
inspirational	1	adj	positive	strongsubj	n
inspire	1	verb	positive	strongsubj	y
inspiring	1	adj	positive	strongsubj	n
inspiring	1	anypos	positive	strongsubj	n
instability	1	noun	negative	weaksubj	n
instable	1	adj	negative	weaksubj	n
instigate	1	verb	negative	strongsubj	y
instigator	1	noun	negative	strongsubj	n
instigators	1	noun	negative	strongsubj	n
instructive	1	adj	positive	weaksubj	n
instrumental	1	adj	positive	weaksubj	n
insubordinate	1	adj	negative	weaksubj	n
insubstantial	1	adj	negative	strongsubj	n
insubstantially	1	adverb	negative	strongsubj	n
insufferable	1	adj	negative	strongsubj	n
insufferably	1	adverb	negative	strongsubj	n
insufficiency	1	noun	negative	weaksubj	n
insufficient	1	adj	negative	weaksubj	n
insufficiently	1	adverb	negative	weaksubj	n
insular	1	adj	negative	weaksubj	n
insult	1	noun	negative	strongsubj	n
insult	1	verb	negative	strongsubj	y
insulted	1	adj	negative	strongsubj	n
insulting	1	adj	negative	strongsubj	n
insulting	1	anypos	negative	strongsubj	n
insultingly	1	anypos	negative	strongsubj	n
insupportable	1	adj	negative	strongsubj	n
insupportably	1	adverb	negative	strongsubj	n
insurmountable	1	adj	negative	weaksubj	n
insurmountably	1	adverb	negative	weaksubj	n
insurrection	1	adj	negative	weaksubj	n
insurrection	1	noun	negative	weaksubj	n
intact	1	adj	positive	weaksubj	n
integral	1	adj	positive	weaksubj	n
integrity	1	noun	positive	strongsubj	n
intelligent	1	adj	positive	strongsubj	n
intelligence	1	noun	positive	weaksubj	n
intelligible	1	adj	positive	strongsubj	n
intend	1	verb	neutral	weaksubj	y
intense	1	adj	neutral	weaksubj	n
intense	1	noun	neutral	weaksubj	n
intensive	1	adj	neutral	weaksubj	n
intensively	1	adverb	neutral	weaksubj	n
intent	1	adj	neutral	weaksubj	n
intent	1	noun	neutral	weaksubj	n
intention	1	adj	neutral	weaksubj	n
intention	1	noun	neutral	weaksubj	n
intentions	1	adj	neutral	weaksubj	n
intentions	1	noun	neutral	weaksubj	n
intents	1	adj	neutral	weaksubj	n
intents	1	noun	neutral	weaksubj	n
intercede	1	verb	positive	weaksubj	y
interest	1	adj	positive	weaksubj	n
interest	1	noun	positive	weaksubj	n
interest	1	verb	positive	weaksubj	y
interested	1	adj	positive	weaksubj	n
interesting	1	anypos	positive	strongsubj	n
interests	1	adj	positive	weaksubj	n
interests	1	noun	positive	weaksubj	n
interfere	1	verb	negative	weaksubj	y
interference	1	adj	negative	weaksubj	n
interference	1	noun	negative	weaksubj	n
intermittent	1	adj	negative	weaksubj	n
interrupt	1	verb	negative	weaksubj	y
interruption	1	noun	negative	weaksubj	n
intimacy	1	adj	positive	strongsubj	n
intimacy	1	noun	positive	strongsubj	n
intimate	1	adj	positive	weaksubj	n
intimate	1	verb	neutral	strongsubj	y
intimidate	1	verb	negative	weaksubj	y
intimidating	1	anypos	negative	strongsubj	n
intimidatingly	1	anypos	negative	strongsubj	n
intimidation	1	adj	negative	weaksubj	n
intimidation	1	noun	negative	weaksubj	n
intolerable	1	adj	negative	strongsubj	n
intolerablely	1	anypos	negative	strongsubj	n
intolerance	1	adj	negative	strongsubj	n
intolerance	1	noun	negative	strongsubj	n
intolerant	1	anypos	negative	strongsubj	n
intoxicate	1	verb	negative	weaksubj	y
intractable	1	adj	negative	weaksubj	n
intransigence	1	adj	negative	strongsubj	n
intransigence	1	noun	negative	strongsubj	n
intransigent	1	anypos	negative	strongsubj	n
intricate	1	adj	positive	weaksubj	n
intrigue	1	adj	positive	strongsubj	n
intrigue	1	noun	positive	strongsubj	n
intrigue	1	verb	neutral	weaksubj	y
intriguing	1	adj	positive	strongsubj	n
intriguing	1	anypos	positive	strongsubj	n
intriguingly	1	anypos	positive	strongsubj	n
intrude	1	verb	negative	strongsubj	y
intrusion	1	noun	negative	weaksubj	n
intrusive	1	adj	negative	strongsubj	n
intuitive	1	adj	positive	strongsubj	n
inundate	1	verb	negative	strongsubj	y
inundated	1	anypos	negative	strongsubj	n
invader	1	adj	negative	weaksubj	n
invader	1	noun	negative	weaksubj	n
invalid	1	adj	negative	strongsubj	n
invalidate	1	verb	negative	strongsubj	y
invalidity	1	noun	negative	strongsubj	n
invaluable	1	adj	positive	strongsubj	n
invaluablely	1	anypos	positive	strongsubj	n
invasive	1	adj	negative	weaksubj	n
invective	1	anypos	negative	strongsubj	n
inveigle	1	verb	negative	strongsubj	y
inventive	1	adj	positive	weaksubj	n
invidious	1	adj	negative	strongsubj	n
invidiously	1	anypos	negative	strongsubj	n
invidiousness	1	noun	negative	strongsubj	n
invigorate	1	verb	positive	weaksubj	y
invigorating	1	anypos	positive	strongsubj	n
invincibility	1	anypos	positive	strongsubj	n
invincible	1	adj	positive	strongsubj	n
inviolable	1	adj	positive	strongsubj	n
inviolate	1	adj	positive	strongsubj	n
invisible	1	adj	neutral	weaksubj	n
invulnerable	1	adj	positive	strongsubj	n
involuntarily	1	adverb	negative	weaksubj	n
involuntary	1	adj	negative	weaksubj	n
irate	1	adj	negative	strongsubj	n
irately	1	anypos	negative	strongsubj	n
ire	1	noun	negative	strongsubj	n
irk	1	verb	negative	strongsubj	y
irksome	1	anypos	negative	strongsubj	n
ironic	1	adj	negative	strongsubj	n
ironies	1	adj	negative	strongsubj	n
ironies	1	noun	negative	strongsubj	n
irony	1	anypos	negative	strongsubj	n
irrational	1	adj	negative	strongsubj	n
irrationality	1	noun	negative	strongsubj	n
irrationally	1	anypos	negative	strongsubj	n
irreconcilable	1	adj	negative	strongsubj	n
irredeemable	1	adj	negative	strongsubj	n
irredeemably	1	adverb	negative	strongsubj	n
irreformable	1	adj	negative	strongsubj	n
irrefutable	1	adj	positive	strongsubj	n
irrefutably	1	anypos	positive	strongsubj	n
irregardless	1	anypos	neutral	strongsubj	n
irregular	1	adj	negative	weaksubj	n
irregularity	1	noun	negative	weaksubj	n
irrelevance	1	noun	negative	strongsubj	n
irrelevant	1	adj	negative	strongsubj	n
irreparable	1	adj	negative	strongsubj	n
irreplacible	1	adj	negative	strongsubj	n
irrepressible	1	adj	negative	strongsubj	n
irreproachable	1	adj	positive	strongsubj	n
irresistible	1	adj	positive	strongsubj	n
irresistibly	1	anypos	positive	strongsubj	n
irresolute	1	adj	negative	strongsubj	n
irresolvable	1	adj	negative	weaksubj	n
irresponsible	1	adj	negative	strongsubj	n
irresponsibly	1	adverb	negative	strongsubj	n
irretrievable	1	adj	negative	weaksubj	n
irreverence	1	noun	negative	strongsubj	n
irreverent	1	adj	negative	strongsubj	n
irreverently	1	adverb	negative	strongsubj	n
irreversible	1	adj	negative	strongsubj	n
irreversible	1	noun	negative	strongsubj	n
irritable	1	adj	negative	strongsubj	n
irritably	1	adverb	negative	strongsubj	n
irritant	1	noun	negative	weaksubj	n
irritate	1	verb	negative	strongsubj	y
irritated	1	adj	negative	strongsubj	n
irritating	1	anypos	negative	strongsubj	n
irritation	1	adj	negative	strongsubj	n
irritation	1	noun	negative	strongsubj	n
isolate	1	verb	negative	weaksubj	y
isolated	1	adj	negative	weaksubj	n
isolation	1	noun	negative	weaksubj	n
itch	1	verb	negative	strongsubj	y
jabber	1	verb	negative	strongsubj	y
jaded	1	adj	negative	strongsubj	n
jam	1	noun	negative	weaksubj	n
jar	1	verb	negative	weaksubj	y
jaundiced	1	adj	negative	strongsubj	n
jauntily	1	adverb	positive	strongsubj	n
jaunty	1	adj	positive	strongsubj	n
jealous	1	adj	negative	strongsubj	n
jealously	1	anypos	negative	strongsubj	n
jealousness	1	noun	negative	strongsubj	n
jealousy	1	noun	negative	strongsubj	n
jeer	1	noun	negative	strongsubj	n
jeer	1	verb	negative	strongsubj	y
jeering	1	anypos	negative	strongsubj	y
jeeringly	1	anypos	negative	strongsubj	y
jeers	1	noun	negative	strongsubj	n
jeopardize	1	verb	negative	strongsubj	y
jeopardy	1	noun	negative	strongsubj	n
jerk	1	anypos	negative	strongsubj	y
jest	1	verb	positive	strongsubj	y
jittery	1	adj	negative	strongsubj	n
jobless	1	adj	negative	weaksubj	n
joke	1	noun	positive	strongsubj	n
joke	1	verb	positive	strongsubj	y
joker	1	noun	negative	strongsubj	n
jollify	1	verb	positive	weaksubj	y
jolly	1	anypos	positive	strongsubj	y
jolt	1	verb	negative	weaksubj	y
jovial	1	adj	positive	strongsubj	n
joy	1	noun	positive	strongsubj	n
joyful	1	adj	positive	strongsubj	n
joyfully	1	anypos	positive	strongsubj	n
joyless	1	adj	positive	strongsubj	n
joyous	1	anypos	positive	strongsubj	n
joyously	1	anypos	positive	strongsubj	n
jubilant	1	adj	positive	strongsubj	n
jubilantly	1	anypos	positive	strongsubj	n
jubilate	1	verb	positive	strongsubj	y
jubilation	1	anypos	positive	strongsubj	n
jubilation	1	noun	positive	strongsubj	n
judgement	1	adj	neutral	weaksubj	n
judgement	1	noun	neutral	weaksubj	n
judgements	1	adj	neutral	weaksubj	n
judgements	1	noun	neutral	weaksubj	n
judicious	1	adj	positive	strongsubj	n
judgment	1	adj	neutral	weaksubj	n
judgment	1	noun	neutral	weaksubj	n
judgments	1	adj	neutral	weaksubj	n
judgments	1	noun	neutral	weaksubj	n
jumpy	1	adj	negative	weaksubj	n
junk	1	noun	negative	weaksubj	n
junky	1	adj	negative	weaksubj	n
just	1	adj	positive	strongsubj	n
just	1	anypos	positive	weaksubj	n
just	1	noun	positive	weaksubj	n
justice	1	adj	positive	weaksubj	n
justice	1	noun	positive	weaksubj	n
justifiable	1	adj	positive	strongsubj	n
justifiably	1	anypos	positive	strongsubj	y
justification	1	noun	positive	strongsubj	n
justify	1	verb	positive	strongsubj	y
justly	1	anypos	positive	strongsubj	n
juvenile	1	adj	negative	weaksubj	n
kaput	1	adj	negative	strongsubj	n
keen	1	adj	positive	strongsubj	n
keen	1	noun	negative	strongsubj	n
keen	1	verb	negative	strongsubj	y
keenly	1	anypos	positive	strongsubj	n
keenness	1	adj	positive	strongsubj	n
keenness	1	noun	positive	strongsubj	n
kemp	1	adj	positive	strongsubj	n
key	1	adj	neutral	weaksubj	n
kick	1	adj	negative	strongsubj	n
kick	1	noun	negative	strongsubj	n
kid	1	verb	positive	strongsubj	y
kill	1	verb	negative	weaksubj	y
killer	1	noun	negative	weaksubj	n
killer	1	noun	negative	weaksubj	n
killjoy	1	noun	negative	strongsubj	n
kind	1	adj	positive	strongsubj	n
kindly	1	anypos	positive	strongsubj	n
kindliness	1	noun	positive	strongsubj	n
kindness	1	noun	positive	strongsubj	n
kingmaker	1	noun	positive	strongsubj	n
kiss	1	noun	positive	weaksubj	n
kiss	1	verb	positive	weaksubj	y
knave	1	noun	negative	strongsubj	n
knife	1	verb	negative	weaksubj	y
knock	1	noun	negative	weaksubj	n
knock	1	verb	negative	weaksubj	y
knew	1	verb	neutral	strongsubj	n
know	1	verb	neutral	strongsubj	n
knowing	1	anypos	neutral	strongsubj	n
knowingly	1	anypos	neutral	strongsubj	n
knowledge	1	noun	neutral	strongsubj	n
knowledgeable	1	anypos	positive	strongsubj	n
kook	1	noun	negative	strongsubj	n
kooky	1	adj	negative	strongsubj	n
lack	1	adj	negative	strongsubj	n
lack	1	noun	negative	strongsubj	n
lackadaisical	1	adj	negative	strongsubj	n
lackey	1	noun	negative	strongsubj	n
lackeys	1	adj	negative	strongsubj	n
lackeys	1	noun	negative	strongsubj	n
lacking	1	adj	negative	strongsubj	n
lackluster	1	anypos	negative	strongsubj	y
laconic	1	adj	negative	strongsubj	n
lag	1	verb	negative	weaksubj	y
lambast	1	verb	negative	strongsubj	y
lambaste	1	verb	negative	strongsubj	y
lame	1	adj	negative	weaksubj	n
lame-duck	1	adj	negative	strongsubj	n
lament	1	verb	negative	strongsubj	y
lamentable	1	anypos	negative	strongsubj	n
lamentably	1	anypos	negative	strongsubj	n
languid	1	adj	negative	strongsubj	n
languish	1	verb	negative	strongsubj	y
lanky	1	adj	negative	weaksubj	n
languor	1	noun	negative	strongsubj	n
languorous	1	adj	negative	strongsubj	n
languorously	1	adverb	negative	strongsubj	n
large	1	adj	neutral	weaksubj	n
large-scale	1	adj	neutral	weaksubj	n
lapse	1	noun	negative	weaksubj	n
large	1	adj	positive	weaksubj	n
large	1	adverb	positive	weaksubj	n
largely	1	adverb	neutral	weaksubj	n
lark	1	verb	positive	strongsubj	y
lascivious	1	adj	negative	strongsubj	n
last-ditch	1	adj	negative	strongsubj	n
last-ditch	1	noun	negative	strongsubj	n
lastly	1	anypos	neutral	strongsubj	y
laud	1	verb	positive	strongsubj	y
laudable	1	anypos	positive	strongsubj	n
laudably	1	anypos	positive	strongsubj	n
laugh	1	noun	negative	strongsubj	n
laugh	1	verb	negative	strongsubj	y
laughable	1	anypos	negative	strongsubj	n
laughably	1	anypos	negative	strongsubj	n
laughingstock	1	noun	negative	strongsubj	n
laughter	1	noun	negative	strongsubj	n
lavish	1	adj	positive	strongsubj	n
lavish	1	verb	positive	strongsubj	y
lavishly	1	anypos	positive	strongsubj	n
law-abiding	1	adj	positive	strongsubj	n
lawbreaker	1	adj	negative	strongsubj	n
lawbreaking	1	anypos	negative	strongsubj	n
lawful	1	adj	positive	weaksubj	n
lawfully	1	adverb	positive	weaksubj	n
lawless	1	adj	negative	strongsubj	n
lawlessness	1	adj	negative	strongsubj	n
lawlessness	1	noun	negative	strongsubj	n
lax	1	adj	negative	strongsubj	n
lax	1	noun	negative	strongsubj	n
lazy	1	adj	negative	strongsubj	n
leading	1	adj	positive	weaksubj	n
leak	1	verb	negative	weaksubj	y
leakage	1	noun	negative	weaksubj	n
leaky	1	adj	negative	weaksubj	n
lean	1	adj	positive	weaksubj	n
lean	1	noun	positive	weaksubj	n
learn	1	adj	neutral	weaksubj	n
learning	1	noun	positive	weaksubj	n
learned	1	noun	positive	weaksubj	n
least	1	anypos	negative	weaksubj	n
lech	1	noun	negative	strongsubj	n
lecher	1	noun	negative	strongsubj	n
lecher	1	noun	negative	strongsubj	n
lecherous	1	adj	negative	strongsubj	n
lechery	1	noun	negative	strongsubj	n
lecture	1	noun	negative	weaksubj	n
lecture	1	verb	negative	weaksubj	y
leech	1	adj	negative	strongsubj	n
leech	1	noun	negative	strongsubj	n
leech	1	verb	negative	strongsubj	y
leer	1	noun	negative	strongsubj	n
leer	1	verb	negative	strongsubj	y
leery	1	adj	negative	strongsubj	n
left-leaning	1	adj	negative	strongsubj	n
legacy	1	noun	neutral	weaksubj	n
legacies	1	adj	neutral	weaksubj	n
legacies	1	noun	neutral	weaksubj	n
legalistic	1	adj	neutral	weaksubj	n
legalistic	1	noun	neutral	weaksubj	n
legendary	1	adj	positive	weaksubj	n
legitimacy	1	noun	positive	weaksubj	n
legitimate	1	adj	positive	weaksubj	n
legitimately	1	adverb	positive	weaksubj	n
lenient	1	adj	positive	weaksubj	n
leniently	1	adverb	positive	weaksubj	n
less	1	adverb	negative	weaksubj	n
less-developed	1	adj	negative	weaksubj	n
less-expensive	1	adj	positive	weaksubj	n
lessen	1	verb	negative	weaksubj	y
lesser	1	anypos	negative	weaksubj	n
lesser-known	1	adj	negative	weaksubj	n
letch	1	noun	negative	strongsubj	n
lethal	1	adj	negative	weaksubj	n
lethargic	1	adj	negative	weaksubj	n
lethargy	1	noun	negative	weaksubj	n
leverage	1	noun	positive	weaksubj	n
leverage	1	verb	positive	weaksubj	y
levity	1	noun	positive	strongsubj	n
lewd	1	adj	negative	strongsubj	n
lewdly	1	adverb	negative	strongsubj	n
lewdness	1	noun	negative	strongsubj	n
liable	1	adj	negative	weaksubj	n
liability	1	adj	negative	strongsubj	n
liability	1	noun	negative	strongsubj	n
liar	1	adj	negative	strongsubj	n
liar	1	noun	negative	strongsubj	n
liars	1	adj	negative	strongsubj	n
liars	1	noun	negative	strongsubj	n
liberal	1	adj	positive	weaksubj	n
liberation	1	adj	positive	weaksubj	n
liberation	1	noun	positive	weaksubj	n
liberalism	1	noun	positive	weaksubj	n
liberally	1	adverb	positive	weaksubj	n
liberate	1	verb	positive	strongsubj	y
liberty	1	noun	positive	strongsubj	n
licentious	1	adj	negative	strongsubj	n
licentiously	1	adverb	negative	strongsubj	n
licentiousness	1	noun	negative	strongsubj	n
lie	1	adj	negative	strongsubj	n
lie	1	noun	negative	strongsubj	n
lie	1	verb	negative	weaksubj	n
